Username,Stars,Review Text,Review Date,Review Usefulness,Sentiment Label,Sentiment Score
Aaron Baldwin,2.0 out of 5 stars,Just a fancy nightlight...,"Reviewed in the United States on April 1, 2021",No Data,POSITIVE,0.9977079629898071
Lee,4.0 out of 5 stars,My daughter loves it on her desk to help her study and she uses it at night as a night light. Sometimes the touch aspect of it is a little sensitive.,"Reviewed in the United States on December 18, 2019",No Data,POSITIVE,0.9989250302314758
Elizabeth Swanson,5.0 out of 5 stars,Fun & easy to use!,"Reviewed in the United States on December 13, 2019",One person found this helpful,POSITIVE,0.9998631477355957
Amazon Customer,5.0 out of 5 stars,My child loves it bc it goes with his echo dot,"Reviewed in the United States on October 1, 2020",No Data,POSITIVE,0.9977339506149292
Natalie,5.0 out of 5 stars,Love this lamp. I use it as my nightlight and it has been life hanging. I love how you can adjust the brightness and change colors and color modes. All around a great product for the price. I’m putting one in my living room and kitchen!,"Reviewed in the United States on March 7, 2021",No Data,POSITIVE,0.9997947812080383
Katherine A Perry,5.0 out of 5 stars,"My granddaughter loves it. And with having to stay home right now, it gets a lot of use.","Reviewed in the United States on April 1, 2020",No Data,POSITIVE,0.998379111289978
Jessica M. Tenkorang,5.0 out of 5 stars,My 3 girls love the lamp. They think it’s so much fun to use. They love that it changes colors when you play music. Dance party!,"Reviewed in the United States on March 6, 2021",No Data,POSITIVE,0.999686598777771
Meredith,5.0 out of 5 stars,Awesome lamp/night light in kids room.,"Reviewed in the United States on January 9, 2021",No Data,POSITIVE,0.999790370464325
Tory Johnson,4.0 out of 5 stars,Pretty cool I'm not sure what i expected it to do but it does light stuff lol. Not disappointed but not like super ecstatic about the purchase either.,"Reviewed in the United States on January 5, 2020",No Data,POSITIVE,0.9990682005882263
James J. Flanagan,5.0 out of 5 stars,It works and looks nice in my granddaughter's room.,"Reviewed in the United States on September 3, 2020",No Data,POSITIVE,0.9998559951782227
A. M.,5.0 out of 5 stars,"Night light that works with your Alexa ecosystem. Fun to use and ca nbe incorporated in routines.Paired with compatible motion/sound sensors, schedules, etc brings fund and convenience to the room.","Reviewed in the United States on December 22, 2019",No Data,POSITIVE,0.9993442893028259
Chase,5.0 out of 5 stars,the colors the fact she can tap itand it has selection is amazing,"Reviewed in the United States on July 10, 2021",No Data,POSITIVE,0.9998283386230469
Tracey freeman,5.0 out of 5 stars,"My 6 & 8 yr old girls are ecstatic with this device.  They order music,  ask for timer feature on almost everything, and asks Alexa to read Disney stories at bedtime.  Definitely a “keeper” at this household.","Reviewed in the United States on December 25, 2019",No Data,POSITIVE,0.9994713664054871
Val,5.0 out of 5 stars,My daughter and I love this light.  I have it connected to my Alexa so that I have it on a timer.  You can make it brighter or as dim as you would like! It’s perfect.,"Reviewed in the United States on May 9, 2021",No Data,POSITIVE,0.999841570854187
Catherine Gurski,5.0 out of 5 stars,"LOVE my Glow!! Love the Alexa integration to turn off/ on, change brightness, color, mode all without getting out of bed!! Lots of settings to fit my lighting needs at that time. You won't regret buying it!","Reviewed in the United States on February 17, 2021",No Data,POSITIVE,0.9997125267982483
Hilary Anderson,5.0 out of 5 stars,It’s really cool how it changes colors! My daughter loves setting it to dance party.,"Reviewed in the United States on July 6, 2020",No Data,POSITIVE,0.9998457431793213
Chrita M.,5.0 out of 5 stars,For this light to be so small it’s very bright!! I love the different color options! I got this for my daughter and it has pretty colors for her! Will definitely buy more of these!,"Reviewed in the United States on September 18, 2021",No Data,POSITIVE,0.999843955039978
Amy,3.0 out of 5 stars,It’s basically an expensive night light that you can change colors. It won’t dance to music like the add shows.,"Reviewed in the United States on January 28, 2020",No Data,POSITIVE,0.969860315322876
Kc,5.0 out of 5 stars,"I absolutely love the glow and I'm so pleased I purchased it. I don't know what anyone else is talking about, it paired immediately with my Echo and it works so well. Very responsive, and a lot of different modes. My friend has the Phillips SmartHue lamp and that was 80 dollars and she said mine is just as great. Very good for the price!","Reviewed in the United States on January 13, 2020",No Data,POSITIVE,0.9998793601989746
Jess,5.0 out of 5 stars,Nice night light for adults too!,"Reviewed in the United States on January 15, 2021",No Data,POSITIVE,0.9998564720153809
Gary P.,4.0 out of 5 stars,Great present.,"Reviewed in the United States on May 27, 2021",No Data,POSITIVE,0.9998742341995239
mike,5.0 out of 5 stars,Worked perfect,"Reviewed in the United States on March 7, 2021",No Data,POSITIVE,0.999841570854187
Eric Champion,5.0 out of 5 stars,My daughter loves this light and I wish Amazon would've allowed me to purchase two at the deal of the day price.,"Reviewed in the United States on March 19, 2021",No Data,POSITIVE,0.9605804681777954
Jaymor,5.0 out of 5 stars,Super cute night light I love that it dim and has multiple colors and settings to choose from,"Reviewed in the United States on August 1, 2020",2 people found this helpful,POSITIVE,0.9975576400756836
Yeshua Avraham,5.0 out of 5 stars,Bought for a holiday gift. She loves it. Best feature is to wake up to a soft lighr changing colors. Peaceful,"Reviewed in the United States on January 25, 2020",No Data,POSITIVE,0.9995824694633484
Health Coach Carrie,5.0 out of 5 stars,Very cute light. Works well with Alexa.,"Reviewed in the United States on October 29, 2020",No Data,POSITIVE,0.9998605251312256
Danny,5.0 out of 5 stars,Good product,"Reviewed in the United States on March 30, 2021",No Data,POSITIVE,0.9998588562011719
Hw,5.0 out of 5 stars,"I like the ease of turning it on and off with just your voice, I also like the option of tapping it.","Reviewed in the United States on January 19, 2020",No Data,POSITIVE,0.99565589427948
candycornmel,5.0 out of 5 stars,Cute light.,"Reviewed in the United States on February 26, 2021",No Data,POSITIVE,0.9998737573623657
Amazon Customer,1.0 out of 5 stars,WIRE FRAYED,"Reviewed in the United States on September 16, 2021",No Data,NEGATIVE,0.9976964592933655
Francie,5.0 out of 5 stars,Just what my son wanted he loves it !!!,"Reviewed in the United States on September 2, 2020",One person found this helpful,POSITIVE,0.9996222257614136
Jenna,5.0 out of 5 stars,My 7 year old loves it and can use it all by herself. She loves all the different colors!,"Reviewed in the United States on August 20, 2020",No Data,POSITIVE,0.9997885823249817
Em,5.0 out of 5 stars,I like that I can set a time for it to go off and that it’s super bright.,"Reviewed in the United States on July 10, 2020",No Data,POSITIVE,0.9997408986091614
Jessica ,5.0 out of 5 stars,I don’t have any kids but I love it for a night light,"Reviewed in the United States on February 12, 2021",No Data,POSITIVE,0.9996953010559082
Cris F,1.0 out of 5 stars,"Take a look at the privacy notice you are forced to agree to for using this device. They will collect photos, data etc from any Alexa profile. Why do you need a privacy notice to use a light? I can only assume to mine the data. What a backdoor way into finding more data. I won't be using this.","Reviewed in the United States on November 29, 2020",No Data,NEGATIVE,0.9987525939941406
